Character|zh-CN
Margo|我认为，不管是奈叶香嘴里留下的伤口，还是子弹，作为证明梅露露作案的证据都缺乏决定性。
Coco|……我觉得艾玛亲说的还是很有道理的。
Meruru|怎、怎么会……！连可可小姐也……！
Coco|不是……！但是……！要说有没有完全相信……我还是更倾向于觉得艾玛亲在妄想……！
Coco|……小梅真的会做坏事吗……我有点不确定……
Ema|（……可可似乎在犹豫）
Ema|（只要再努力一下……也许她就会相信我的话了！）
Ema|（……现在无论如何都要朝着真相前进！）
Choice|有梅露露杀人的证据
|返回
Choice|伤口就是死亡讯息
Choice|子弹表明了凶手的身份
Choice|梅露露没有不在场证明
Choice|只有梅露露能作案
Ema|……不，应该有证据证明梅露露杀了人。
Margo|哦，是吗？那就把它拿出来给我们看看吧。
Ema|梅露露杀害奈叶香的证据……就是这个……！
Ema|这件证物就是根据！
Margo|这个东西哪里能证明梅露露杀了奈叶香呢？
Coco|是你搞错了吧？
Ema|（看来我弄错了……！）
Ema|（也许真的不存在证明梅露露杀了人的证据……）
Ema|（但我不能轻言放弃。奈叶香就是引导我们发现真相，才努力留下案件的线索的……！）
Ema|……对了。那道留下的弹痕，会不会就指示了凶手的身份呢？
Coco|你是说……在冰块上的那个？
Ema|没错！那是奈叶香留下的信息，暗示梅露露就是凶手……！
Margo|但是按照艾玛的推理，开枪的不是梅露露吗？
Ema|……咦？是哦……
Margo|艾玛，你这样很不好。自己提出的推理，麻烦自己整理清楚。
Ema|（……被骂了）
Ema|（子弹说不定只是偶然打偏了，才打碎了冰……）
Ema|（但我不能轻言放弃。奈叶香就是引导我们发现真相，才努力留下案件的线索的……！）
Ema|可、可是梅露露没有不在场证明啊！
Ema|今天早上，我亲眼看着奈叶香进入了地下。
Ema|奈叶香只可能是在之后，在冷冻室遇害的……！
Ema|那么显然，发现亚里沙的尸体时，迟到的梅露露是没有不在场证明的……！
Meruru|那、那个，我想说……
Meruru|今早奈叶香小姐进入地下冷冻室的事，没有任何人能证明……除了艾玛小姐你。
Meruru|所以……艾玛小姐你也没有不在场证明……！
Meruru|可是你却一个劲地说别人没有不在场证明……！太没道理了……！
Ema|可是！
Meruru|呀！？
Ema|啊……对、对不起……！
Meruru|不、不……我才是……对不起……
Ema|（怎么感觉我才是坏人……！）
Ema|（确实……客观来看，我的证词是没有证据的……）
Ema|（但我不能轻言放弃。奈叶香就是引导我们发现真相，才努力留下案件的线索的……！）
Ema|这场犯罪，只有梅露露才能做到。
Ema|如果没有梅露露的魔法，这场犯罪是不可能完成的！
Meruru|请、请等一下……！我觉得这个想法完全基于艾玛小姐你的证词……！
Meruru|如果最后发现有错……或者其实是在说谎的话……
Meruru|就等于什么都没有证明……不是吗……
Margo|梅露露说得对。
Margo|如果艾玛你说的是真的，那我也能理解为什么要怀疑梅露露……
Margo|但我希望你也多为我们考虑一下哦♡现在我们不是在吵架，而是在进行讨论……
Ema|（确实……客观来看，我的证词是没有证据的……）
Ema|（但我不能轻言放弃。奈叶香就是引导我们发现真相，才努力留下案件的线索的……！）
Ema|……【奈叶香嘴里的伤】……会不会是死亡讯息呢？
Meruru|欸……！？
Coco|真的假的？
Ema|因为是特意弄到嘴里的啊。如果是凶手造成伤口，那位置也太奇怪了……
Ema|而且嘴里也意味着【凶手看不到的地方】。
Ema|奈叶香可能是担心伤口会被梅露露的魔法消除掉。
Ema|在死因这个证据得到消灭前……她在自己身上留下了伤口，想给我们留下一些不自然的感觉……！
Margo|……确实不能完全否定这种可能。
Margo|但是目前也只是猜测而已，不是吗？
Margo|首先，奈叶香真的有时间留下死亡讯息吗？
Margo|如果是当场死亡，那就应该没有时间了。这样一来，死亡讯息本身就成了凶手的伪装。
Coco|那、那岂不是说，艾玛亲想把罪名推给小梅……！？
Ema|我、我才没有……！
Ema|（目前我们没有足够证据判断奈叶香是否真的有办法留下死亡讯息……）
Ema|（因为致命伤已经被治愈了，我们无法得知她具体是怎么死的……）
Ema|（……但是）
Ema|（反过来说，如果能证明奈叶香【并非立即死亡】的话……）
Ema|（说不定就能够证明她有时间留下死亡讯息……！）
Margo|……怎么样，艾玛。你能回答刚才的问题吗？
Margo|【奈叶香是否能留下死亡讯息】？
Ema|……嗯。奈叶香当然有时间留下死亡讯息。因为……
Choice|有移动过的痕迹
Choice|有抵抗过的痕迹
Choice|有更多的死亡讯息
Ema|奈叶香她在冷冻室被杀后，还自己移动到了处刑台……
Ema|这说明她还活了一段时间！
Coco|你不是说她是被人搬过去的吗？
Margo|奈叶香被人砍成八块也还活着……真是个相当新颖的思路啊，艾玛。
Margo|但是，我不认同这种思路。
Ema|（思路太过新颖以至于没人能跟上……！）
Ema|（要证明奈叶香嘴里的伤是死亡讯息……）
Ema|（那就必须证明，奈叶香当时还活着。但是在伤痕都不存在的情况下……真的可以证明吗）
Ema|（如果真有能证明这一点的证据……也许并不存在于身体上……？）
Ema|奈叶香应该是在冷冻室和凶手打斗过了……！
Ema|而留下来的弹痕就是证据！这证明奈叶香当时还存活了一段时间！
Margo|如果是连续射击，只是其中一发射歪了而已，那就没法肯定她没当场死亡吧？
Coco|要是第一枪打偏，第二枪就爆头了的话，那不就是立刻归西了吗？这种情况下还怎么留所谓的死亡讯息啊？
Ema|……咦？好像是？
Coco|艾玛亲，你脑子还转得动不？还是说已经被人爆头了？
Ema|（我、我的脑子应该还在正常运转才对……！）
Ema|（要证明奈叶香嘴里的伤是死亡讯息……）
Ema|（那就必须证明，奈叶香当时还活着。但是在伤痕都不存在的情况下……真的可以证明吗）
Ema|（如果真有能证明这一点的证据……也许并不存在于身体上……？）
Ema|……冷冻室里还留下了更多的死亡讯息！
Coco|哈啊……！？又在说什么……！？
Ema|奈叶香留下的死亡讯息除了嘴里的伤，还有另一个……！那就是证明奈叶香没有当场死亡的证据！
Margo|……呵呵。为了证明能够留下死亡讯息需要用到另一个死亡讯息……
Margo|……真有意思。姑且听你讲一下，那个死亡讯息究竟是什么呢？
Ema|奈叶香留下的另一个死亡讯息……就是！
Ema|就是这个！奈叶香的嘴里受伤了——
Coco|所以说！让你拿出能证明这玩意的东西啊！！
Margo|……你能不能拿出【其他】奈叶香留下的死亡讯息呢？
Margo|如果没有的话，讨论就到此为止吧？
Ema|（讨论要结束了……！）
Ema|（……说起来，奈叶香的指尖……虽然没有伤口，但沾着血……那该不会是……！）
Ema|是奈叶香随身携带的便条！这可能指向了凶手……！
Coco|什么什么？【169231】？……是什么藏头诗吗？
Ema|可可，把所有数字加起来看看！
Coco|…………22……？
Ema|这个便条到底是什么意思呢。
Coco|这话应该我来问才对吧！！而且为什么要让我算啊！？
Ema|（我还以为就是这个呢……！）
Ema|（……必须拿出更明确的证据才行……！）
Ema|（如果奈叶香真的留下了死亡讯息的话……也许和嘴里面一样，在某处留下了痕迹……！）
Coco|我可不觉得这东西会是死亡讯息。
Margo|艾玛，如果没有根据的话，你就直接承认好吗？
Margo|这样只是在浪费时间。
Ema|（……必须拿出更明确的证据才行……！）
Ema|（如果奈叶香真的留下了死亡讯息的话……也许和嘴里面一样，在某处留下了痕迹……！）
Ema|我想让大家看看这个保险箱……
Ema|保险箱表面……数字输入部分上有血迹。
Meruru|……这、这是……！
Ema|现场流血的，应该只有遇害的奈叶香……
Ema|也就是说，只有受伤的奈叶香才能留下这些血迹……！
Ema|如果的确是奈叶香留下的……那她就并非当场死亡了。也就是说，她应该可以留下死亡讯息才对！
Coco|这、这太复杂了我听不懂啊！？
Margo|……呵呵。从逻辑上来说，这个推理是有漏洞的。毕竟这也可能是凶手伪造的。
Margo|不过……我想听你说完。让我听听你的推理吧，艾玛。
Ema|……嗯！
Ema|（这是在假设之上叠加假设，甚至连推理都算不上……）
Ema|（但如果接下来能找到证据支持这个逻辑的话……大家一定会相信的！）
Ema|（所以，我绝对不能停止推理！）
Ema|奈叶香触碰了保险箱的数字，留下了血迹。
Margo|原来如此。那就是说奈叶香冒着生命危险留下了这个信息咯？
Margo|那么，这留下的血迹意味着什么呢？
Ema|……当然，我认为她是想用保险箱的数字传达某个数字组合。
Coco|从上往下，分别是【6】【7】还有【0】……？这是……
Ema|这个数字所代表的当然是……
Choice|密码
Choice|生日
Choice|囚犯编号
Ema|密码！
Coco|保险箱的？三位数密码安全性也太低了吧。
Ema|也、也许是重复使用了几次同样的数字……！
Margo|如果说是密码的话，那奈叶香的便条上写的数字反而更像欸？
Meruru|如果保险箱密码上有血迹，就能证明我是凶手吗……？
Ema|（看、看来是搞错了……！再好好想想吧……！）
Ema|生日吧……！
Margo|……6月7日，或者7月6日？说起来保险箱里好像有资料……？让我看一下……
Margo|……哎呀♡看来奈叶香是6月6日生的呢。
Margo|其他人好像也没有相似的生日……这真的是生日吗？
Coco|艾玛亲，你是不是在乱猜啊？
Ema|（看、看来是搞错了……！再好好想想吧……！）
Ema|三位数字所表示的……当然是【囚犯编号】。
Coco|囚犯编号670……那是……
Margo|是梅露露的囚犯编号呢。
Meruru|怎么会……
Ema|在保险箱打开时，数字键盘会隐藏起来，没错吧。
Ema|而奈叶香预料到了这一点，于是偷偷留下了这个死亡讯息，不让凶手发现……
